ID LANGUAGE TITLE ABSTRACT
100472	es	Expectativas y experiencias de uso de las mujeres gitanas mayores ante los servicios sanitarios de atención primaria	Objetivo: Conocer las expectativas y las experiencias de uso de las mujeres gitanas mayores ante los servicios sanitarios de atención primaria (AP). Diseño: Estudio cualitativo fenomenológico. Uso de grupos focales (4-9 mujeres/grupo) y entrevistas semiestructuradas. Registradas en audio. Realizadas entre marzo y noviembre de 2011. Emplazamiento: Estudio realizado en Úbeda y Linares (España). Participantes y contexto: Mujeres gitanas de más de 50 años. Muestreo intencional con criterio de segmentación de edad y zona de residencia. Captación a través de líderes comunitarias. Método: Proceso de análisis cualitativo de contenido: codificación, triangulación, obtención y verificación de resultados. Apoyado con el software Nvivo 8. Resultados: Se realizaron 3 grupos focales y 4 entrevistas, incluyéndose 23 mujeres. Las expectativas ante la AP se dirigen exclusivamente a su médico, siendo invisibles otros profesionales. Quieren una relación con su médico basada en la confianza. En sus experiencias de uso de la AP conviven 3 tipos de uso: acuden a sus citas, demandan atención solo ante patología aguda y no acuden a citas y revisiones. Existen elementos socioculturales relacionados con la accesibilidad. Conclusiones: Las mujeres gitanas mayores plantean sus expectativas y experiencias en los servicios de AP alrededor del binomio enfermedad/médico. Esperan una atención basada en la confianza y con una alta instrumentalización. Se observa un discurso con signos de cambio dirigidos hacia una participación más activa y reivindicativa en los servicios de AP (AU)"
100083	es	Novedades en cirugía de columna vertebral en 2015	En este artículo de revisión, queremos destacar las principales novedades y curiosidades alrededor de la cirugía de columna que se han publicado el año 2015. Aunque, el año pasado no han sido publicadas grandes novedades en nuestra área de estudio, nosotros queremos hacer hincapié en los aspectos que nos han parecido más relevantes sobre cirugía de columna. Dado que la cirugía de columna representa una importante carga asistencial sanitaria y social. Los estudios aquí reflejados intentan dar respuestas a las múltiples demandas pendientes. Así es como abordaremos temas como la artrodesis cervical vs prótesis cervicales, uso local de vancomicina en polvo, vitamina D, mejoras en las técnicas de cementación vertebral, uso de agentes biológicos, escoliosis idiopática del adolescente y factores de riesgo para la cirugía de columna (AU)"
100419	es	Biomecánica del síndrome de latigazo cervical y su analogía osteopática	El tratamiento mediante manipulaciones es una terapia antigua; sin embargo, investigaciones científicas datan desde finales de la década de los 70.Las condiciones en las cuales la manipulación es aplicada, tienden al tratamiento de síntomas tales como lumbalgias agudas y crónicas, dolor radicular, cervicalgias, algunas formas de cefalea, etc. Las diferentes técnicas osteopáticas tienen como objeto liberar adherencias, suprimir fibrosis, restablecer la función articular y producir (mediante un efecto reflexógeno) un estímulo aferente con objeto de facilitar la inhibición de la hiperactividad gamma, responsable del acortamiento crónico de la musculatura profunda que fija la disfunción vertebral. El empleo de las técnicas de manipulación y movilización a nivel cervical han sido empleadas en pacientes con síndrome de latigazo cervical; sin embargo, en el aspecto clínico desarrollado por nuestro equipo de investigación, consideramos necesario la movilización y manipulación de otras zonas afectadas. El objetivo de este artículo es analizar de forma exhaustiva la biomecánica que acontece durante un impacto trasero en el interior de un vehículo (causa más frecuente de desarrollo de síndrome de latigazo cervical) y su analogía con la patomecánica osteopática (whiplash craneosacro).A través del análisis realizado en este artículo se puede observar una analogía entre las lesiones articulares demostradas en diversos estudios y las lesiones articulares definidas desde el punto de vista osteopático (AU)"
10042	es	Gestión integral del acceso vascular por los nefrólogos. Resultados de tres años de trabajo.El retraso en la creación de las Fístulas arteriovenosas (FAVI) constituye el principal problema en las unidades de Hemodiálisis (HD) del país. Dos de los nefrólogos        de la Unidad de Nefrología del Hospital do Meixoeiro, tratando de encontrar soluciones a este problema en su hospital, asumieron la realización de las Fístulas Arteriovenosas a partir de diciembre de 2001. Se comparan sus resultados (132 FAVI entre diciembre de 2001 y diciembre de 2004) con los del Servicio de Cirugía General (268 FAVI entre noviembre de 1990 y noviembre de 2001) que las venía realizando hasta esa fecha. Se demuestra una clara reducción en el tiempo de espera de la cirugía (21,5 vs 103 días) y en el porcentaje de pacientes que inician HD sin FAVI (19 % vs 63%) en el grupo de pacientes tratados por los nefrólogos, no detectándose diferencias entre ambos grupos en los fallos primarios (21,3% vs 24,6%) ni en la supervivencia de las FAVI a los 36 meses (75% en ambos grupos).Se atribuye estas diferencias a la gestión integral de las FAVI por los nefrólogos,basada en la obtención de un espacio quirúrgico propio,en la gestión de la lista de espera según las necesidades del paciente determinadas en una consulta previa y en la mayor fluidez de la cirugía al ser realizada por los propios nefrólogos. Se concluye que en aquellos Hospitales que compartan una situación similar a la presentada en la comunicación, la gestión integral de las FAVI a través del establecimiento de un coordinador/unidad de acceso vascular puede ser muy efectiva en la resolución del problema"
100592	es	Percepción sobre las competencias específicas de formación profesional del cinesiólogo	Objetivo. La presente investigación se interesó en conocer la percepción que profesionales del equipo de salud tienen sobre las competencias de formación del cinesiólogo. Sujetos y métodos. Un total de 102 participantes de profesiones afines a la cinesiología contestaron el instrumento que contenía el total de las competencias específicas propuestas para el perfil de egreso. Mediante un diseño no experimental transversal correlacional, los participantes voluntarios opinaron individualmente sobre la cuestión. Resultados y conclusiones. Los resultados indican que existe acuerdo sobre la relevancia de las competencias del perfil, aunque hay algunas diferencias de énfasis según la profesión. Aquellos profesionales que desarrollan labores vinculadas directamente con el trabajo del cinesiólogo otorgaron una mayor importancia a las competencias del área clínica. Además, áreas históricas de conflicto como la gestión y administración fueron menos valoradas por profesionales que suelen ejercer estos roles. Se discuten los resultados en torno a sus posibles aplicaciones para la actualización de los perfiles de egreso profesional (AU)"
100619	es	Linitis plástica como presentación de un carcinoma lobulillar de mama	El estómago es un lugar infrecuente de metastatización del cáncer de mama. Presentamos un caso de linitis plástica metastásica de un carcinoma lobulillar de mama localmente avanzado. La distinción entre el origen primario gástrico del secundario es fundamental, y se basa en estudios inmunohistoquímicos de las biopsias (AU)"
100713	es	Adecuación de la utilización de benzodiazepinas en ancianos desde la oficina de farmacia. Un estudio de colaboración médico-farmacéutico	Objetivos: Mejorar el uso de benzodiazepinas (BZD) en ancianos desde una colaboración farmacéutico-médica. Diseño: Se realizó un estudio controlado simple ciego durante un año en farmacias con la finalidad de conseguir que las BZD sean eficaces, seguras y se utilicen el tiempo necesario. Emplazamiento: Once farmacias comunitarias de la Comunidad Valenciana. Participantes: Pacientes mayores de 65años tratados con BZD que acudieron a las farmacias participantes durante el periodo del estudio. Intervenciones: Entrevistas y seguimiento farmacoterapéutico durante un año. Medidas principales: Detección de duplicidades, reacciones adversas al medicamento, interaccciones farmacológicas y medida de la efectividad del tratamiento. Resultados: Se estudiaron 314 pacientes, distribuidos de forma aleatoria al grupo control o intervención, que utilizaban 346 BZD. El 67% utilizaban BZD durante más de 1 año. Solo el 5% de los pacientes con insomnio conocía que la duración del tratamiento debía ser inferior al mes. El 20% utilizaban BZD de vida larga, 76% de vida media y el 4% de vida corta. Se detectaron 132 interacciones farmacológicas y 278 RAM: 32% pérdida de memoria, 21% somnolencia, 12% incoordinación motora, 8,3% mareo y confusión, 8,3% desorientación y 10% otras. Se realizaron 426 intervenciones farmacéuticas, 30 aceptadas por el médico, y se resolvieron 78 al finalizar el año. El 30% de los casos del grupo intervención fueron satisfactorios, y solo 11% del control. Conclusiones: Las benzodiazepinas se utilizan en los pacientes ancianos de la Comunidad Valenciana con mayor frecuencia y por periodos más prolongados de lo recomendado por la Agencia Española del Medicamento(AU)"
10118	es	Manejo conservador de los catéteres venosos centrales retenidos	Introducción. La retirada de los catéteres venosos centrales (CVCs) suele ser un procedimiento quirúrgico sencillo. Sin embargo, en algunos casos el catéter se encuentra englobado en la pared del vaso y su extracción no es posible si no se realizan intervenciones más invasivas. Material y métodos. Se ha realizado un estudio retrospectivo desde 2003 a 2011 de los pacientes a los que se les ha retirado un CVC y de los factores que podrían haber intervenido en la imposibilidad de retirada. Se han comparado los tipos de catéter, la zona de inserción, el tiempo transcurrido desde la inserción a la retirada, el diagnóstico principal y el tipo de medicación. Además, se ha realizado un seguimiento clínico y mediante pruebas de imagen en los pacientes con CVCs retenidos. Resultados. Se realizaron 174 intervenciones. En 5 casos no se pudo extraer el CVC. Estos 5 casos fueron pacientes diagnosticados de LLA B y llevaron tratamiento quimioterápico idéntico. Además, en el momento de su retirada, todos llevaban el CVC por un periodo mayor a 2 años (de 29 a 84 meses). En los pacientes con fragmentos retenidos no se produjo ninguna complicación derivada de esta condición. El periodo medio de seguimiento fue de 36 meses (máximo de 48 meses).Conclusiones. Las posibles complicaciones derivadas de la presencia de fragmentos de los CVCs retenidos son la infección, la trombosis venosa y la migración del catéter. En base a nuestros resultados, planteamos que se podría considerar en estos pacientes una actitud expectante y un manejo conservador (AU)"
102910	es	Impacto de los estudios de evaluación económica en la toma de decisiones sanitarias en el ámbito hospitalario	Existe un gran interés en relación al proceso de toma de decisiones siguiendo criterios de eficiencia en el ámbito de la salud y acerca del creciente papel que está cobrando la evaluación económica en dicho ámbito. En este trabajo intentamos medir el uso de técnicas y resultados de evaluación económica por parte de gestores del ámbito hospitalario. Dicha medición fue llevada a cabo a través de varias herramientas: cuestionarios postales, entrevistas personales y otro tipo de entrevistas semi-estructuradas, y fueron realizadas a diferentes grupos de gestores hospitalarios ('grupos focales'). A través de dichas herramientas identificamos una serie de barreras o factores que tienden a dificultar la utilización de la evaluación económica por parte de los diferentes agentes entrevistados. Podemos clasificarlas en tres grupos: barreras administrativas, barreras de método y barreras de aplicación y práctica. Nuestra conclusión es que el futuro desarrollo de la evaluación económica requerirá de varias medidas que permitan la superación de dichas barreras y sugerimos algunas recomendaciones que pueden llevarse fácilmente a la práctica. Por último, dada la propia naturaleza de la evaluación económica, su futuro desarrollo dependerá tanto de la calidad de su contenido como de su credibilidad (AU)"
103183	es	Parálisis del plexo braquial como traumatismo obstétrico	La parálisis obstétrica del plexo braquial es el traumatismo obstétrico más frecuente después de la fractura de clavícula, y consiste en un traumatismo o lesión por elongación del plexo braquial en el momento del parto (AU)"
